,text,pred_rating
39,"May this will be the best ever hotel to stay with your loved one - overlooking the Indian Ocean.,The rooms on the top floor with windows towards ocean is the best. The staff are very well trained and donât miss the museum",5
40,"My husband and I  booked the Galle Face Hotel on Booking.com for my first night in Sri Lanka on 17 March 2019.  We arrived with proof of booking and payment of Â£133 GBP.  I had just arrived after an over night flight from the UK.  Unfortunately, despite this, the hotel could find no record of this and after spending more than 2 hours at reception, did not provide us with the room we booked.  Exhausted, we were left with no option but to leave with nowhere to stay having just arrived in the country.  Losing the money was nothing compared to being treated in this disgraceful way by a hotel of this calibre.  This coupled with the fact that when we used to live in Sri Lanka  we used to go to the hotel regularly and were in fact join members of the swimming pool between 2013 and 2014.  Nobody followed this up with us during our 3 week break in Sri Lanka.",1
41,"The hotel is in good condition,so much to see just walking around it. Some rooms are older style which might not suit everyone.I loved the breakfast area and the food quality was great .Need more shade/umbrellas for the pool.Lovely pool area overlooking the ocean",5
42,"We visited for afternoon tea as part of our tour, beautiful colonial style hotel, excellent afternoon tea with fizz. We thoroughly reccomend it as part of your visit to Colombo, very retro and reminiscent of times past.",4
43,"You can stay in a marble palace if you prefer - thereâs plenty to choose from nearby in Colombo. Problem is, if you let your mind wander, you could easily forget which city youâre in. Galle Face Hotel is different. Stay here and youâre in somewhere unique to Colombo. Not just a fine building oozing history and colonial charm but a very comfortable and superbly managed hotel made special by one magic ingredient that money alone cannot buy. The staff. Itâs they who make the place what it is. Every one of them made out visit special but mention must be made of the fantastic reception team, buffet and pool bar staff (thanks to Ashley for his advice and help in planning our trip to Kandy), the laundry service (5*+), and lastly the catapult men for keeping the crows in check. Ignore any negative comments. This place is too good for words.",4
44,"We stayed at The Galle Face hotel as a treat on the first 2 nights of our honeymoon in Sri Lanka.,The building is really beautiful and oozes old school colonial charm.,We particularly enjoyed sitting outside having cocktails on the chequerboard terrace and watching the sunset. ,The breakfast buffet was beyond amazing with an array of fruit, pastries, curries, pancake station, omelette station, eggs, sausages, hoppers...it was the highlight of our stay!,We also had an evening meal (Sri Lankan Street food buffet - there's a different themed buffet every night) in the Verandah restaurant which was delicious and again offered a vast amount of choice.,We enjoyed the pool which is very large with an ocean view.,The hotel is extremely well staffed so there's always someone on hand if you need them and all the staff we spoke to were friendly and helpful.,The room was very comfortable but actually quite simply furnished compared to the grandeur of the rest of the hotel.,Small tip - hotel taxis can be expensive, consider using Uber or a metered tuk tuk.",4
45,We stayed for a couple of nights here and loved it. It has so much charm and character compared to the newer hotel chains. The building is beautiful and the location is surely the best in colombo.  The staff were friendly and helpful. The breakfast was amazing with so much choice.  Would love to go back someday.,5
46,The hotel is amazing with lots of history. Very clean rooms and great staff. The breakfast buffet was amazing and so is the pool. The gym is decent could use some more equipment but overall an awesome old colonial hotel!,5
47,By the Indian ocean this is a gem of old English charm & tradition. The bar is great decorated with the photos of the famous who have travelled there before. The rooms could do with an update but it is still a great place to stay and a nice respite from the bustling city of Colombo. ,4
48,"We went as a family of four to the Galle Face Hotel in May. We had loads of fun. The pool was warm and sunny, and the buffet was extremely outstanding. But unfortunately, the wonderful view of the big blue Andaman sea is getting smaller as a huge complex is being built on a man-made peninsula. So, go there soon, before it is finished and the view is gone. A wonderful hotel with an enchanting vibe from the 1950s and cute, little rooms. We hope to come back one day. An amazing experience.",5
49,A nice few days to relax and treat ourselves between travelling to the more remote parts of Sri Lanka. A beautiful traditional Sri Lankan colonial hotel with lots of history. Good service as you would expect and the buffet dinner was plentiful and tasty .,5
50,"Classy service in well maintained facilities. Very different from four or five star chain hotels. History is present at any moment.,Rooms differ from each other  - not surprising bearing in mind the number of renovations this hotel must have gone through.",5
51,"Having spent some 12 hours flying from Australia we didn't arrive at this hotel until about 1am. Staff greeted us with a warm towel and refreshing drink that was appreciated after a long days travel. ,The hotel is located on the foreshore of the Indian Ocean near the older former British established section of Colombo. The rooms were a good size, well appointed though like many hotels in Sri Lanka they have firm mattresses. ,Breakfast on the ground floor enabled us to not only enjoy a beautiful buffet food selection that included a hopper and egg station, also a lovely view across lawns to the ocean. Walking around both inside and outside enabled you to appreciate the grandeur of this British origins hotel.,A hotel very worthy of a longer stay.",4
52,"Great hotel very friendly saff, breakfast excellent. Stayed only one night after long flight but very welcoming hotel and staff,Little more old worldly than some of the high rise hotels that are being built now,Right on The foreshore",5
53,This hotel has it's own legend and a history. but it has all modern items to compete with all other hotels around the globe. my tour company highly recommended the hotel. They were right. I won't forget two things. breakfast with the breeze next to the beach and chilling out with cold beers watching sunset. really comfy rooms and food.,4
54,"Absolutely fantastic spot to sit and watch the sundown with a chilled out drink.,Be sure to be there just before sundown to catch the bagpipe procession to lower the Flag,If you want to eat, be sure to make a reservation several days ahead; the tables are ALWAYS reserved during high seasons,Great colonial vibe and very chilled.,Staff is friendly and quick but not overbearing,Enjoy!",4
55,"We had 2+ weeks in Sri Lanka staying in both large and very small hotels.  We heard that the Sri Lankan government has introduced environmental policies encouraging refillable supplies, stainless steel straws &/or paper straws etc?  Galle Face are now using paper straws but not refillable containers in bathrooms yet.  Considering that they were one of the most expensive hotels on our holiday, we feel that they need to address this like other hotels have done.  In saying that, our country, Australia, could do a whole lot better as well but we didnât vote them in!  Other than that, an interesting and relaxing stay...the weather was hot (not too wet yet in mid March) and the pool plus bar was particularly lovely.  Breakfast was very good...loved the freshly made hoppers (see photo).  The history of the place is great - take a read of various information panels plus have a look in their little âmuseumâ if youâre a history nerd like me!",5
56,"Stayed two nights and would have been very happy to have spent longer at this very good hotel. We loved the old colonial style, the location right on the ocean front, the attractive pool area and the excellent breakfast. Ok the view from our âsea viewâ room was mostly towards the main road but the room was lovely. We could have done with a bit more information in our room about the facilities such as restaurants (with menus would be helpful) as the building is big and we only came across the upstairs bar and restaurant when we took a wrong turning on the second floor - they both seemed deserted so maybe we werenât the only ones to be unaware of them. There were complimentary canapÃ©s and a happy hour somewhere we were told at check-in but we didnât come accross this and again there was no information in the room. We could have asked of course but 5.30 was rather early in the evening for us. Dinner time here is early-ish too with many sitting down in the main dining room at 7.00 - we ate later in the bar with live music and the food was ok. Overall we would recommend the hotel and stay there again - next time we might make a bit more effort to work out where al the facilities are located.",4
57,A really top notch place to come hang out for brilliant guys serving you high grade booze and food.  Pure atmosphere.  A very classy experience  A super special spot that mustn't be missed if you visit Colombo.,4
58,"Stayed  2 nights in November 2018. First room offered had someone else's balcony outside our window so we're moved to a corner room. Lovely wooden floors and old furniture, large room and lots of shared areas in hotel. Could hear upstairs neighbours as floors all wood. Pool and gardens lovely. Some lounges seemed to be only for club guests but weren't labelled as such, so just sat there anyway and staff seekers bit uncomfortable but did nothing!",4
59,"Great Colonial historical hotel, (so dont expect shinny glittery halls & rooms) we had an ocean view room with a terrace so didn't use the pool/bar area...we stayed 2 nights after our arrival in Colombo & after a day touring the city...perfect ...we really didn't fancy any of the big flash named hotels as they are all the same world wide as we wanted a taste of old sri lanka...2 nights is enough.,very friendly staff & excellent service...,Great buffet bâfast & evening buffet, we ate out in the city on the other night.",5
60,"This colonial style hotel was recently renovated, but has kept every bit of its colonial Charme. Itâs beautifully decorated and equipped and the staff is really nice. Itâs a beautiful place to arrive in the country and relax. We already came back once and will come back again!",5
61,"Great location lots of history but those place is expensive! I loved the cocktail hour on the second floor. The was only for those staying in a suite so a lot fewer people to contend with, local munchies and decent red wine made it worth the money. But how many times are you in Galle? may as well enjoy a great hotel.",5
62,"This hotel is not cheap but it's worth every cent to stay here.  The hotel itself is a little tired but oozes character.  There is a great swimming pool area, the service is brilliant, and the location we loved.  We stayed in a junior suite (2020 which seemed bigger than the others) which gives you access to the club all day for coffee/tea and then aperitf at 5.30.  This is not to be missed.  The breakfast was included and was excellent.",5
63,Alas couldnât afford to stay.  But went numerous times whilst in Colombo.  For coffee on the breathtaking verandah.  For the amazing buffet breakfast. And for their Vivien Leigh cocktail.  Service is superb. Staff too.  The bar has photographs of who has stayed there. A British Literary whoâs who.  And also the divine Viv.  Itâs charm and beauty are addictive. The skill and friendliness of the staff second to none.  A trip back in time indeed. A wonderful gentle experience. ,4
64,"Good first impresions always count for a happy stay at any hotel,and Nadeesha at reception at the Galle Face Hotel was extremely helpful in helping us with complex flight arrangements back to London via Chennai as well as assisting with a late check out on the 11th.Both her and her colleague were supportive with that wonderful kind Singalese manner.",4
65,"We arrived at the the Galle Face after a 12 hour flight from LHR and were greeted by charming staff and a lovely cool towel and lime drink.,The rooms was perfect, we went down to the lawn area for a beer just in time to watch the flag lowering at sunset accompanied by a bagpiper.,We had a dinner in the hotel and enjoyed a wonderful curry and rice with lots of choice .,Breakfast was also excellent , we then departed for our trip round Sri Lanka and returned for our last night .Very nice oceanfront room another excellent breakfast.,O very good venue to start and finish our holiday .",4
66,This was a great spa experience ! The L'occitane spa was absolutely amazing - we got a couples spa done. The spa was relaxing and the therapists were very nice. The hotel has a beautiful view and had a very nice grand old feel.,5
67,This hotel was one of the memorable parts of our trips. Stunning sea view and amazing food in stylish surroundings. We absolutely loved our stay and would highly recommend. The hotel was so elegant and friendly staff. We got upgraded on check in which was so nice.,5
68,I stayed at the Galle Face for the Ironman 70.3 Sri Lanka. It was superb. The room was beautiful restored but with all the modern appliances  and bathroom. I fell asleep to the sound of the sea. Amazing. They were very polite and put up with me reeling through the hotel with my bike and covered in sweat. Loved the place especially the salt water swimming pool,5
69,We spent 1 night at this lovely hotel. The colonial style was very appealing and the room was comfortable .We ate at the restaurant and had a few drinks at the travellers bar . Location was good too with the beach close by and getting out and about to the different areas . Will definitely stay here again on our next trip.,5
70,"We had an upgraded room with balcony and sea view. lovely big bathroom, all very clean.,Very nice but huge hotel, all very colonial and lovely.,Good restaurant, also a poolside restaurant and a cocktail bar.,Only stayed one night but very good. Good room service.",4
71,"This was the first hotel on our tour of Sri Lanka and it created a good first impression.,There is history here in this elegant building. Great atmosphere in an excellent setting by the sea.,Breakfast was served on the terrace overlooking the water. After breakfast we walked down to the water's edge to admire the view.,One surprise was to find a uniformed security guard with a slingshot who was keeping the crows and squirrels away from the patrons. I've never seen this before and probably never will see it again.,It's a pity that the lighting in the rooms wasn't better. Then again a lot of hotels all over the world seem to do this. Maybe it's mood lighting but I like to be able to see what I'm doing.",5
72,"This hotel oozes history and the location canât be beat. I would recommend booking directly to avoid booking issues. The Premium Rooms with balcony are worth the extra money! Thanks to Keeth, our housekeeper, for an exceptional job!",4
73,"Old world charmer, built in 1864. Reeks of luxury, the minute you walk onto the huge marble floored foyer. Our room was comfortable, with a partial view of the enormous courtyard.  The lighting in the room we had was very poor. Bed comfort was good.  ,The buffet dinner had a large selection of various foods, something for everyone and looked out to the courtyard, where you could hear the sounds of the ocean. Unfortunately our time to enjoy the facilities was limited and if ever we return to Columbo we would certainly come back here",4
74,"Grand, historic hotel completely refurbished. Reception team excellent. We booked direct and had a Premier Ocean View Balcony Room 3079 (excellent); and we enjoyed the Terrace and Travellers' Restaurants for lunch and dinner over 3 nights. All staff most courteous (including Keeth, our room manager). Swimming pool, sun loungers, pool bar and Galle Green for promenading. A very enjoyable stay!",5
75,"We always stay at Galle Face Hotel Colombo. Love the old colonial charm. You can feel the history of yesteryears in every corner of the grand old building. ,Excellent meals, no matter what time it is. And, great coffee too, one of the few places we managed to get a real coffee.  ,Take a stroll along the Galle Face Promenade, just the way the Brits been doing for the past 200-300 years. And, enjoy the stunning sunsets.",5
76,"Stayed two nights at the start of our Sri Lanka trip. We were met by our driver Neil who would drive us throughout our holiday( this is the norm here and very affordable). We arrived in the early hours ,exhausted and wanting immediate sleep. We were given an early check in but had to pay extra. ,The hotel I believe is one of the oldest in the world. It has a charm that only history can deliver. However the rooms are dark ,and very basic but not at a basic price. ,The pool is a big let down. A rectangular box surrounded by beds, no natural shade and insufficient parasols. Many of the parasols are broken. The toilets dingy and âfeel â unclean. The whole area looks very sad and tired. ,Would I stay again,not unless it has a complete refurb. I would highly recommend cocktails / coffee on the veranda. ",2
77,"We stayed in the Royal Thai Suite during our stay and it was brilliant. ,The lounge area is spacious with a water room.,The bedroom itself is also ample with french doors to the balcony.,The restaurant offers a quality buffet.,The salt water pool is pleasant.",4
78,"We had the most wonderful stay at this hotel, unfortunately it was for one night only but we thoroughly enjoyed every moment. Upon check in we were delighted we had been upgraded. Our room was beautiful - large, airy and had a separate lounge area. We had not one but two plasma screens! Breakfast included a large array of buffet items so to keep everyone satisfied. The breakfast view were dreamy! The only negative we experienced is that there was a very noisy wedding reception which was causing our walls to vibrate, thankfully the music stopped by 11/11:30 pm!",5
79,"Grand old hotel with all the old world charm of colonial yesteryear.  Get a feel of what it was like back in the 1800's. The timber features and furniture and decor are glorious and our room facilities were all very modern and we felt spoilt.  The front staff excellent.  The cleaning staff were wonderful. The wait staff were generally all very smiling and helpful.  It was quite amusing to watch the bird scarer at breakfast.  He had a slingshot to hold up to scare the crows off the furniture.  Someone was being employed I guess and it kept the outdoor furniture clean.,The hotel faces the ocean but swimming is discouraged, but there is a pool for those inclined.,Our only negative which was remedied immediately the next morning was that the room we had the first night faced the main street, and it was very noisy at 5 am from traffic. We arrived 2.30 that morning so a sleep in would have been nice. But she changed our room immediately. So that aside we thoroughly enjoyed our stay.,Breakfast was exceptional - it seemed a little over the top to me, but you could literally eat the world if you wanted.  But that said, I thoroughly enjoyed my fresh cooked omelettes, the local curries and accompaniments, and the fresh local fruits for breakfast.  ",4
80,"If you like old grand hotels, this is one of them. The pool is salt water and large enough. Very pretty common areas and large reception rooms where weddings and banquets are held. As an overnight guest, however, the rooms were small and older (updated with limitations) and the sound comes through as ours had a connecting door (one door only) and our neighbor was conducting business loudly on the phone right next to the door.  They had an early morning wake up call and we can hear the alarm. We were told we were upgraded to a room with a sea view but that did not make up for the noise factor. The bed was a double and we are used to a king size. Pool sleep quality.,The breakfast and dinner were buffet style and was fine. birds can snatch your food but they have someone with a slingshot guarding.,Did have a massage at the spa. The therapist was nice and good. The facility is also an attempt at a spa using existing space so it was all a bit odd. The whirlpool was cold and nowhere to sit in the changing room.  We would not return.",3
81,"The GFH is one of the oldest hotels in Colombo, and catered to the Colonial types ( ""'no natives please""), who patronized it in days gone by .Unfortunately it still retains the decrepit waiters who have long past their ""used by "" dates. I and a friend visited the GFH (albeit more than a year ago - but the memory lingers) - where we waited 30 minutes before anyone would condescend to take our order.",1
82,"My husband and I stayed at the GFH for one night; our first night in Sri Lanka before heading to Tangalle. We arrived just at the right time to watch the sunset from our bedroom, stunning. Although the bed was only a double (used to a bigger bed) the bed sheets were amazing! ,One stand out person for us was the concierge, Emmanuelle. Even though he was due to go off duty, he helped us to secure the train tickets we needed for our 7am journey the following morning. Above and beyond, thank you so much. ,We definitely wished we could have stayed longer than one night and would definitely come back. ",5
83,We were on holiday in Colombo but just visited the bar for a couple of cocktails. Pricey compared to other establishments but lovely cocktails and nothing compared to London prices ! Beautiful views . Afternoon tea looked good too ! I had a Colombo spice gin. Friendly staff . ,4
84,"Excellent all round. Given its history it could have been stuffy and formal, but it managed to avoid this, and was very relaxed and informal. Service was generally good and only let down by slow service in the bars. The food was excellent in the buffet, and we also enjoyed the King of the Mambo restaurant. Rooms are very nice, and the sea water pool a bonus. Prices for drinks and food were very reasonable considering the surroundings",5
