,text,pred_rating
20,"Today, me and my family had a peaceful and lovely dinner eve at Noodles as usual. Food was delicious and the services of Mr. Namal, Mr. Ranjith and their energetic team was superb. I would suggest the regular customers of Cinnamon Grand to continue with their usual meals.",5
21,"I stayed here for two nights in February. what a nice hotel!! The best thing of this hotel is the friendly staff. They always keeps you feeling you are valuable for them and the homely feeling. Rooms, nice luxury beds gives you a heavenly sleep. food is in excellent quality. keeps you out of the noises and rush, even in the middle of a busiest city centre.",4
22,"Colombo city has been through some tough time lately, but with tight security provided in the Hotels, it feels safe now to visit the places we loved visiting. ,Today we had a relaxing lunch out at Cheers Pub  one of the main restaurants in Cinnamon Grand Hotel. Food was excellent as always and the service couldn't have been any better. Madhura and the Cheers team, thank you!  It felt great to be back! ",5
23,Really happy to visit cinnamon after the attack and it was a superb evening at cinnamon grand hotel and hope and wish everything to be back to normal always happy to visit cinnamon .so sad to hear the lost of life's at cinnamon it will take some time to back to be normal stay strong and do not worry time will resolve all the issues..all the very best.,5
24,"Such a terrible thing to happen anywhere, but to such a wonderful hotel with the kindest most professional staff I have ever encountered. I stayed for two weeks last August  on business  where nothing was too much trouble. From my check - in with Leezza, who greeted me every time I saw her like a respected and cherished friend, who even arranged  picnic breakfasts for early starts to my day.To all the staff in every one of the restaurants, the housekeeping department, the Doormen and the Drivers, Thank You. My thoughts are with you and your families and I hope that you are all safe. Toni.",5
25,He has so nice and smile and shishe it was so nice service was very good   And my room was clean and comfortable l will visit again every things was awesome l love it thank you so much  Mr: priyadarshanaï¸,5
26,i really enjoyed my time here at shisha bar ..the stuff priyadarshana is a reall great bartender ..he welcome us with his warm smile and great welcoming ever..best place for relaxing and good for family..the water melon fresh juice was awesome..,5
27,"Whilst the hotel is definitely luxurious, I can't get myself to give it more than a 3 for the following reasons:,1. Overpriced - our total nightly rate was extortionate purely because they charge more than 30% taxes on top of the rate,2. The electrical sockets aren't distributed properly in the rooms so to charge anything is also a nightmare ,3. We didn't feel like it was good value for money,Otherwise it's a great hotel but I just don't think it's worth what we spent on it.",3
28,The Food is Commendable to thr place and Music. Loved every Bit of IT. The Staff is verry friendly and thr service was fast and efficient. The Band is playing music according to thr Crowd. Would like to show our gratitude to Priyadarshana and the manager for the efforts taken to make our visit Great. Looking forward to see Cinnamon in the Future.,5
29,Hotel is well run and in an excellent location.  Facilities are excellent and the food is very good.  The staff are very helpful. The rooms are good size and there are enough outlets. Best rooms are overlooking the lake.,5
30,"Amazing Food ,Chef Piyal was did a wonderful job by recommending the type of cooking that goes with different type of sea food,Hashi and the staff did a wonderful job,Great stuff Lagoon,We would visit there again and each time we had visited the service quality was great ",5
31,"Shisha bar at cinnamon grand is a great place to catch up with your friends and I fully recommend this place to anyone who wants to have a good time.  We were served by Pridarshana who was very polite and friendly and definitely we will be back..,",5
32,"My family and I stayed at the Cinnamon Grand in Columbo last summer, July 2018. We traveled with our then 20 month old. All the staff at the hotel are wonderful. Special thanks to the staff in the business lounge who went above and beyond to make our stay fabulous! Particularly, Sanjeewa, Danushka, Shirath, who were so kind to our son and helped to make our stay so memorable! Thank you.",5
33,"I stayed recently for five nights on business. ,The location is great...one block from the water and close to the interesting Galle Park. ,Check in was very attentive. I was looked after by all manner of staff and worried that I was expected to be handing out tips (and had no Sri Lankan currency as yet). ,The public areas are pleasant, albeit fairly busy and often the seating areas were all occupied. It's also pretty brightly lit, seemingly day and night, although that is likely a personal taste thing. ,The room was large and well appointed. Everything was clean and everything I used was replaced the next day. There also was a turn down service. It was all most comfortable. ,The breakfast was very impressive. Lots of choice and all very pleasant, although always very busy when I was there. ,The executive floor was super with most excellent and attentive service. ,The pool area was good and the bar service there was of a high standard. Jackdaws were a bit of a problem, despite the staff's best efforts. ,I ate in a couple of the restaurants in the evenings and had good food and good service consistently.",4
34,"The food , staff, atmosphere was excellent!!!! Enjoyed being at the restaurant......,Although we are not fans of noodles much ........really enjoyed the food and the service.......loved the presentation of food as well.....thank you for  nirosh and Madura",4
35,One of the best service i have experienced at the Coffee Stop.. despite the festive season and lack of staff in many hotels where serv9ce levels have dropped.. Welldone Dilshad keep up the great work. All the very best!,5
36,I visited Whisky lounge at cinnamon grand after long time! I must tell you it is awesome From the decor to the ambience is great! It also has Above all the prices of food and drink is great! I must make a special mention of the staff members who use to be there like Kapila now in room service whose service I miss. But not to mention Nishantha & Mahesh who gives a great service. I must mention these staff members Suren Sammuka Curator Mian and Madushanka as well as Dilushan at Coffee stop Keep it up your service is great,5
37,"Our 5 day stay here was excellent. The hotel is centrally located and the lobby area is great. Very clean and the staff attentive. It is however rumoured that this hotel has been sold and will be converted into a hospital. If this is true,its sad. We have stayed here on our 3 prior visits and would not stay anywhere else.",5
38,Staying at the Cinnamon Grand is wonderful but you can also just stop by  for a coffee and short  eat or a fabulous sweet treat while listening to the grand piano. It is a  very tranquil stop as you are sightseeing  down a Galle Road. They serve the best cappuccino in town and at a great price,5
39,"I am now at the hospitality lounge in the hotel.  Took a shower and wait for my midnight flight back home.  The lounge is clean, tidy and all necessities are available.   This arrangement is so thoughtful.  After a long hot day visit in Colombo, it feels so great to have a shower before the flight",4
40,I visited cinnomon grand coffee stop with my family. And I âm happy to say that we experienced best customer service there and services led by vishudda nawagamuwa was really make us comfortable and feel like home. The foods were really delicious and he serve those foods very quikly by making us happy. Definetly Iâll visit again the cinnomon grand coffee stop to experience that friendly services and delicious foods. ,5
41,I visited to the coffee stop yesterday (9th). I had some cakes n coffee. Wow it was awesome. The guy who spoke to us was janith nawagamuwa. He s very efficient. Know their product very well.  N he suggested the coffee for us. That was the best coffee that i ever had. So thanks coffee stop n special thanks for mr. Janith. Keep up ur good work. ,5
42,We had the most fantastic stay at the cinnamon grand. We wanted to thank all the staff for an amazing experience. In particular thank you to Mr Lakmal for making our stay truly special and Thiline for the amazing Omelettes each morning and for greeting us with a smile. ,5
43,I come here very frequently and always the service here has been extraordinary especially by Dilshan at Coffee Stop. He goes out his way to make your stop an enjoyable and a pleasant one. The food and drinks are always up to standard and more too.,5
44,One of the best places for a quick cup of coffee. The customer service of this place is top notch. Specially the barista called Dilshan. The cafe mocha is one one good cup of coffee along with a sandwich ,4
45,"Fabulous Food, I ordered filled chickens breast and it was great. The complementary bread with olive oil was the best thing. The hosts were very agile in service and didnât shy from prompt orders. It was nice spending time here",4
46,Our family lunch at noodles restaurant cinnamon grand was fantastic. The service led by Thushara Priyankara was superlative as usual and he really  makes us feel at home at noodles every time. The food once again was very rich and came in reasonably quick time. Definitely 9ne of my favourite restaurants ,5
47,"Good food, excellent service. Curator Pradeep did a wonderful job. The food was seasoned well and cooked brilliantly.,Thank you Echo.,A high price point but worth the experience.,The location is tucked in a cute area which is brilliant for a relaxing ambiance.",5
48,"We stayed at Cinnamon Grand for the first few nights of our two week stay in SL as well as our last two nights and it felt like home. ,The staff were very accommodating for whatever we asked for, the rooms very well equipped with comfortable airflow from the air con and we had no issue when we wanted to extend our stay.,The associated restaurants also provided a variety of cuisine which meant that there was always something different to eat. ,Highly recommended The Lagoon restaurant for fresh seafood! ",5
49,"Ambarella juice is a fabulous start before you dining! Only here served fresh! Food absolutely high end test of authentic Sri Lankan food. It is best of authentic environment, giving a feeling of tradition))",4
50,"My first time visiting Cinnamon Grand. I have to say I really enjoyed the service the hotel provided. They will always go out of the way to satisfy the customer at no cost. I had a broken luggage which was fixed by the staff member. We requested a late check out at 4pm and was not charged. Good choices of restaurant and coffee shop., I would recommend Cinammond Grand to anyone and will stay here on my next visit.,Keep up the good job management team.",4
51,"If you are in doubt where to stay when in Colombo I assure you to choose this hotel. You have everything you need to fulfill your expectations. Above all what I love the most is helpful, attentive and smiling staff.",5
52,Great place to visit in Colombo if you are around. Met a great curator Pradeep who  is brilliant and took care of our orders all night. He knows  his stuff really well and provided us a great service. So as the rest of the crew. Really recommend this place if you are looking for great Italian food and drinks to go with it ,5
53,"Good service. Satisfied customer. Good atmosphere. Very clean. Food and drinks were good and shisha also good. Enjoyed well. Will come again for sure. ,Priyadarshana thanks for the good service keep it up.",5
54,The food were so tasty and the prizes were so reasonable at Cinnamon Noodles restaurant. Nice environment friendly waiters specially this Nirosh guy served us with nice manner. One of the best places to go.,4
55,Great atmosphere/ Great food. enjoyed a great meal. Service was excellent by priyadarshana. my favorite prawns was excellent too. it is a nice place to visit and experience the food. Thnx for every one working in cinnamon grand,5
56,We had the best service at the shisha bar. Priyadarshana did an amazing job ! We had a great time here and he made the time even better because his service was just great. The shisha was amazing and the cocktails were great too !,5
57,Very pleasant restaurant tonline in.very calm surrounding to have a quite meal  will visit again and recommend to many people  .food is good but the service stands ahead  .thanks Dilani for her recommendations,4
58,"The experience was good and we enjoyed it. We hope to come back for another meal in the future. The food was also good and good variety as well.,The ambiance was also great. The price was also reasonable.",4
59,Great atmosphere/ Great food. Family enjoyed a great meal. Service was excellent. The Thai Red fish curry was the best. Obviously my favorite prawns was excellent too. You pay premium price but it is a nice place to visit and experience the food.,5
60,"During the 3 weeks we travelled in Sri Lanka we spent 4 nights at this hotel at two different times. We initially chose it because of the opportunity to eat ""in-house"" at a large variety of restaurants/cafes without the need to venture out of the hotel. The hotel is what you would expect of a 5 star establishment re service, rooms etc but certainly the pool and restaurants we ate in were excellent. The buffet breakfast is something to behold - so many choices, go for the egg hoppers, yum - nothing wrong with a good dose of chilli to get the morning started! We had dinner twice at Lagoon, all about beautifully cooked very fresh seafood and once at Tao. I thought this was more of a Japanese cuisine but I'd describe it as general Asian - delicious and the outdoor setting was delightful. A great base while in Colombo.",4
61,"Had a delicious meal at Tao restaurant. Seats overlooking the water features and overall lovely ambience. Dilani who served us, gave a great recommendation on the food and was friendly and attentative throughout the meal. Highly recommend if visiting Colombo.",4
62,We had a wonderful meal in Chutneys restaurant. The food was superb and this was definitely enhanced by the friendly and helpful service of Sam (our waiter). He politely guided us through the menu and advised us which dishes may suit our taste. His suggestions were spot on and it was so good to try different curries too. If in doubt ...ask for Sam!,4
63,The food was really good. The service was amazing everyone is really helpful. Dhanaga and ruwan helped us a lot. The food is good everything was amazing we had a really good time in nugama hope to go there angain,5
64,I stayed there for three nights. Location is superb in the middle of the financial district of Colombo. I liked especially the proximity to a beautiful small lake. Great food at the Noodles restaurant.,4
65,"Loved the food, the atmosphere, and the service - definitely recommending the Thai red curry and the garlic chili chicken here! SO GOOD. Also, Hashi & Priyahkara was super helpful and wonderful throughout our meal. ",4
66,"Great service, and great shisha. Priyadarshana who served us was great and would highly recommend for anyone. The ambience was amazing and a great all round place to chill out. Best place in Colombo to sit down and have a shisha.",5
67,"I recommend this hotel in Colombo the staff are good also the room service is excellent especially the staff named Roshan he delivered my food in my room with a smile, he is Friendly and respectful, I hope they will hire more of the staff like Roshan... Keep it up Cinnamon Colombo",4
68,"Excellent food n beverages with best of the service from the highly professional n friendly staff, visited with family n two friends from India who will definitely visit again. Thanks a lot.,Samitha Silva.",5
69,"very good shish , nice music , excellent service, our host name was Mr :   Priyadarshana he was the best one who prepares shisha  , i like it so  much, enjoy the stay in cinnamon grand hotel in colombo , i recommend it for everyone ",4
70,"The service here is awesome ,Cocktails are good,The sheesha is good and very smooth flavour,Food taste good,The sheesha falvours are made perfectly,The location is relaxing and carming, mr priyadarshana service is excellent",5
71,Me and my boyfriend went there yesterday for dinner and it was really good! The food is amazing and also the service. Also finally a good wine in Sri Lanka. Especially our waiter Sam did a really good job! Would definitely come again and recommend it.,5
72,"The fundamental thing is missing - the safe is not securely mounted to anything and can be simply taken away, as good as no safe at all. Not deserving the ranking in my view unless the critical issues can be fixed.",4
73,"Great location for nice easy sunday. We had some drinks and food. Live was good. Priyadarshana served us and he was very pleasant, pliote and attentive to ensure our order was correct. Great personality, friendly... definitely visit this place again.",5
74,Best whisky lounge in colombo.all the staff who worked there were amazing. They look after me very well.curator sammuka  is one of the best server I ever met.they served me nice food. They have nice whisky cocktail also.keep it up the good work ,5
75,"As always I enjoyed staying at this hotel.  Conveniently located for business travelers.  The hotel is very lively and has several options to dine. The room is spacious and clean. The only problem this time I found is though the room was non smoking,  the smell was there in the room and also on the corridor.  Hope they do something about it because as a non-smoker, I found the smell not very pleasant. Other than that I would rate this hotel very high. ",4
76,"Charming resturant never to miss . Very calming environment to chill out with nice beer. Hidden place in the city but well recognized I guess. Food is ok but the service is comparely outstanding. Dilani was very knowledgeable,and should thankher for welcoming service",5
77,"Perfect food and service! Traditional Sri Lanka food! Love the restaurant. Nice entertainment, love music and traditional dance performance and! fire man!!! My dad wanted noodles, they brought him noodles from there noodles restaurant! Will definetely come back!",5
78,We had a great meal at Tao. The crispy duck was fantastic and our server Dilani was even better. She was knowladgeable and really interesting to talk to. She even gave our daughter some fish food to feed the fish in the pond. Thanks for a nice meal!,4
79,"I had a great stay a cinnamon grand.hotel is really nice people are always helpful,For dinner I went to Lagoon Hashi spoke to me.she asked from me about the feedback I can give   marks.can recommend this restaurant.she gave good service during the lunch time also wen I come to Lagoon .,Food is excellent thank you Lagoon giving me a delicious meal during my stay.",5
80,"Warm and friendly Welcome, and staff recommended few dishes and the suggested dishes were super good too!,Enjoyed the food, hospitality and the atmospheres. Staff is really friendly and cool. Looking forward coming here again!",5
81,"Always known for some of the best cakes in the city, did a delightful surprise in making a custom birthday cake. Almost limitlessly accommodating Chef. ARUNA with his amazing insight & attention to detail made a unique five-layered french cake with each layer representing an exotic flavor, finished off with a flowery tropical outlook. Surprisingly affordable overall, contrary to popular belief. ,  Coffee shop Ship-leader DIAN with his warm & enthusiastic willingness to 'walk-that-extra-mile' to find the best professionals for the project made all the difference.  If you'll ever happen to be at the 'Coffee Stop' for a such a need, look for DIAN & Chef ARUNA. You'll never be disappointed.  ,-Dr. Rajitha",5
82,"Of all the hotels I have gone to this has been the only place where the front desk staff had no idea about their hotel. One of your staff members ""Thamara"" had no idea which direction I had to take in order for me to go to my room. I had to wait for 15 minutes with my heavy back pack until she finally showed me the way which was already too late for her because I asked one of the bus boys. I gave her another chance and asked where Taprobane was. All she gave me was a blank face which clearly explained that either she had no idea what language I was speaking or again she had no idea how I should go there. I was told that cinnamon grand hotel had an impeccable staff who knew what information they have to give from A to Z but clearly this shows that this fact is false! Time wasting and blank faces don't help a hotel especially a hotel such as yours. I hope that you don't allow this time wasting experience to repeat itself once again to another visitor.",1
83,"I stayed here for one night during a business trip.  I use a wheelchair but found moving around all areas of the hotel easy.  The staff are very polite, friendly and helpful.  Special thanks to the lobby manager Brian Regginalld.",5
84,"Very very nice atmosphere and nice employees specially on breeze bar very nice welcoming I like the service there it S amazing I advice everyone to go there and try the cocktails ,special thanks to Fahd he is so friendly and professional I like his service he is a nice guy ",5
85,Great food for such a great price! awesome service. we were lucky enough to get a great waiter in Nilupul who kept us entertained right through the night and was a part of the awesome service. Great experience as a whole!,5
86,It was nice service by her impressed tomvisit agin. Nice service plus the nice food. Should try this we will surely come again. Nice try. The best chinese resturant must be. Thank for her service. Thanks,5
87,"I continue to come back to this hotel because it is stylish, well located, with great service and a feeling of luxury. The Taprobane restaurant has been updated and the breakfast buffet is great. An egg hopper in the morning is a great way to start the Sri Lankan day. ,The lobby is elegant and sophisticated. People keep stopping by the beautiful fountain in the center to take selfies. The piano music really makes the place feel like a central meeting place. ,Between my work meetings i had a few hours each day to grab a coffee in the lobby coffee shop. It is a place to watch Colombo's beautiful people as they sip their drinks in the glow of the evening sun shining through the skylight. Every day, I was welcomed by Mr. Malith and Mr. Nilupul who asked ""How was your day?"" and ""Today, you should treat yourself!"" Friendly and effective salesmen, and perfect hosts! This is why I come back to the Cinnamon Grand each time!  ,The rooms are great and comfortable. But this time I spent more time by the pool to enjoy the warm air and the cool water. Too bad work gets in the way!",5
88,Had a very stressfulday & came for a dinner to Tao Chineese Restaurant. Saw very friendly person Mr. Priyadarshana at Cinnamon Grand Shisha bar & he served a very quality & fantastic shisha & made my weekend night awesome. Would really recommend for all my forign & local friends to visit Cinnamon Grand for there stay as well as to try best shisha in heart of colombo from Priyadarshana in Cinnamon Grand shisha lounge. ,5
89,"Cinnamon Grand was our first stop in a two week tour of Srilanka. After a long flight from Australia (several hour delay in Singapore) our check-in was seamless and the room delightful. The nightly turndown service was greatly appreciated, especially the touch of tea and chocolates. The food at breakfast was delicious, but as we were in Colombo for only one day we didnât sample any of the hotelâs tempting restaurants. Only regret is that we hadnât booked any other Cinnamon hotel during our trip. We would definitely recommend this hotel.",5
90,"I have been coming to this hotel for many years and everything from the staff, management and cuisine is amazing. The staff are humble and friendly always greeting you with a huge Sri Lankan smile!,The fantastic array and variety of exotic food produced by chefs here leave Michelin star chefs in Europe way way behind.,Well done and Thank YOU.",5
91,"Great food , great atmosphere staffs are friendly and it felt like we are at real village,  Thanks again and will visit again , with great company from hsbc Colombo ,Todays crew :,Ruwan,  Dananajaya , Vasalage,Ishara",4
92,Nice place great service with MR priyadarshana I love coming here and the do it professionally I highly recommend it thank you so much for this amazing service I would come again and again for this place ,5
93,"Good service from Breeze Bar sheesha lounge. Priyadarshana was serving us, nice guy. Good music and vibes. Good place to hangout always.,The swimming pool around and the outdoor ambience is perfect. Thumbs up! Keep it up!",4
94,"Wonderful downtown hotel, near beach, shopping and other upscale hotels. Unfortunately, our flight left just after midnight so we did not sleep over, We had a lovely buffet dinner though I do not think it was in the main restaurant. It was Sat night with lots of wedding festivities. I did walk around and saw several other restaurants on the property.",4
95,"Excellent service. Friendly staff. (Priyadarshana is very friendly and quick in service),Also great food & great ambience with good live music. Specially the hot butter mushroom is very tasty!,Thank you!",5
96,"This was our first visit to majestic Srilanka.Way back from Nuwara Eliya ,we reached Colombo on 26 th Oct.What a city!Everything was so perfect,everywhere ,we were cordially greeted.We enjoyed every moment .People are so good,within few hours we had a good number of friends.On the 27 th oct we decided to have our lunch at Cinnamon Grand,what a place,so beautiful ,all the members gave us a very  warm reception ,great ambience.We were really delighted .I must mention the name of my new Srilankan friend,my brother ,Darshana (who was attending us during our lunch)at Taprobane Restaurant (we had lunch over there).Darshana is an extremely well mannered ,courteous ,lovable person.We were simply spell bound with his hospitality,he made us so so happy,he went beyond our expectations ,serving lot of things one after another as complimentary ,as a token of love.I must say ,he is an asset of any restaurant or any organisation .Till date we are in touch through Whatâs app.After few months of our visit to beautiful Srilanka,I am writing this review as token of love and gratitude for my brother Darshana.May God bless him with all sorts of happiness and success.What a great variety of delicious delicacies we had,simply awesome.Darshana made it possible ,a life time memory to relish.Love you Srilanka .Hope to visit again.,Goutam Chatterjee,Psychologist,Kolkata,Jadavpur ,India .",5
97,"The Taprobane Restaurant in this hotel  ivokes many fond  memories of good food  to many people.,To cap it all today,two Sous Chefs, Asanka and Costa spoke to me about my thoughts ,on the quality and taste of the food served,and my ideas on improvements,and suggestions on what should be prepaired.,To find this level of involvement with the customer is  taking service to a new,height!,No wonder friends of mine from UK and Australia come all the way just to eat the excellent breakfasts and meals served at the Taprobane that brings back memories of past times, when this sort of food was only served in homes by their mums!!!.,Good wishes to you all at the Taprobane, and Manager Udaya...striving hard to improve standards and quality when all about you, in other places, are falling by the wayside!,Russell.",4
98,"Excellent service at ECO Italian restaurant , The good was amazing and friendly atmosphere with a welcoming attitude. ,Order the modha fish which was very good.,Curator Pradeep was excellent and always with a friendly attitude. ,I recommend this place to anyone for a good meal and chat., ",4
99,"The staff was very good and they were friendly with us specially Thisara , good food , nice place and laksa lemak was really delicious i would like to try it again very soon and i would recommend anyone to try it",4
100,"We are appreciate Mr/ priyadarshana in shisha section. At swimming pool side .he did very nice service at the end of his duty and also has a nice smile..... we are always visited the cinnamon hotel and he always in the same appearance and he so helpful all the time .....,Best regards: Eman nasr , Doaa nasr,Thank you .. we are so happy and we just send this appreciate letter to explain that point to the manger cinnamon hoter ...,Thanks a lot...",4
101,"Myself and three of my friends visited Coffee Stop at cinnamongrand. I ordered mutton roll and ice coffee dats my favorite. My friends ordered some sandwiches and frappes all top notch. Service was friendly,fast and efficient . Special thanks to Sanjeewa, Nilupul , udhagaran and Mr.Delucian always very vigilant and attentive. Always best place for coffee",5
102,"Stayed at the hotel on 5th January 2019 with family. Nice hotel, quite big, very croweded. The loby actually resembles a nicely decorated public place :-) Good location, but not on the sea. Rooms are small (  common for all city based hotels ), but nicely decorated and maintained. Didn't had any food at the hotel as there are so many eating joints nearby like Ministrty of Crab etc. and so can not comment on the restaurants. The banquet is at the middle under a dome and the floors are on a circular formation keeping the banquet at the centre. So you get a good view of people dancing and performing from above as if you are seeing it from a gallery :-)) ,Good experience alltogether.",3
103,"We had a short stop over in Colombo, and chose nice hotel finalize the great holiday. The hotel was really nice and beautiful, staff was really nice and helpful, altough we had our tourist clothes on, last clean ones (most visitors wore suit :D ),The italian restaurant was really good and the service spectacular, food exellent.,Only thing to comlain was the upstair pool area, which is quite outdated, and the jacuzzi is couple bubbles from the wall. ,Would visit again, maybe couple night next time to just enjoy the facilities",4
104,This is my 3rd time at Cinnamon Grand Colombo. Outstanding property in the heart of Colombo. Breakfast and food is superb. Only 5 minutes walk from sea and 15 minutes from Marine Drive (for more Sri Lankan Food Options).,4
105,"I recommend this shisha bar i like the service of Priyadarshana and the other crew alao  they are very helpful and kind thank you so much , the taste of shisha , atmosphere and the view of relaxing pool",5
106,Best place to have a true Sri lankan meal ..the minute you walk in the place it changes everything...you walk in to an era of 1940 or before that .. if you want that experience this is the place .. don't forget ginger tea ...,5
107,"Shisha bar is a amazing place to have a shisha. We had some food and mocktails. It was amazing. Priyadarshana,Fahad and manager Upali. They are awesome. Nice atmosphere. Highly recommended this place. We are coming again and again because of priyadarshana and fahad.",5
108,Nugagama had an authentic village feel in the middle of the city. Every detail was considered down to the napkins. The food was delicious and the service was excellent. Mondayâs are extra special as there are traditional dancers and musical performances.,5
109,"We had a great time at the shisha bar , service was excellent and staff were friendly and helpful and amazing ,, shisha and tea were nice,,special thanks to Mr priyadarhana who was super nice with a lovely smile at all time ,, thank you again",5
110,"Very nice hotel. The rooms are bid and airy. Food was very good and a varied variety. We had a room that overlooked a park where they were holding a contest, but it finished at 11pm and was not an issue. Even the air con which was on all night was fairly quiet",4
111,"We came for dinner to Chutneys during our honeymoon. Our waiter Sam was kind, efficient & helpful. He helped us decide what to order, we told him the flavours and spices we liked and he made excellent recommendations. He came to check throughout our meal if we were happy.,Best Indian food we have had. Would recommend! Thanks Sam!",5
112,"Nice and clean hotel the food is really nice ,Special thanks to Mr SAMAN from room service for the good hospitality and his behavior ,Try lagoon restaurant as well one of the best seafood restaurant ,Samar Hassan ,Room number 419,15/3/2019",5
113,"Very good ambience and great SriLankan cuisine.   Great service from Mangala, Eesara, Krismal and Nisal & team. Overall a great experience.   Amazing dance and lively music.  A must visit for families with children",4
114,"We had the most relax time by the pool - at the breeze bar.,Our server Priyadarshana was amazing. He recommended some awesome cocktails which was just out of this world. Awesome attitude and customer service. Wish there were more servers like him...",5
115,"All the staff at the Cinnamon Grand Hotel are extremely friendly from the doormen to the managers.,They set the bar in hospitality when it comes to delicious food from many cuisines and customer relations.,One of the friendly staff at The Coffee Stop:",5
116,Excellent ambience and staff the food is great. Helpful and friendly service. I would recommend my friends to visit the Restuarant. The sports bar is great. You can sit and have a drink and watch cricket and soccer,5
